kogudus,auskoht,aasta,liikmeid_kokku,keskmiselt_vottis_jumala_teenistustest_osa,ristiti,maeti,laulatati,abielu_registreeriti,noorte_toos_osales,lastetoos_osales,annetaja_liikmeid_oli_kokku,praostkond,tulud_kokku,liikmeannetused_eur,korjandused_eur,ametitalitused_eur,avaliku_sektori_toetused_kokku_eur,tulu_kinnisvarast_eur,valisannetused_ja_toetused_kokku_eur,kulud_kokku_eur
Saaremaa Jaani Kogudus,vald478,2018,80,16,0,3,0,0,0,0,18,Saarte,2 370 €, 640 €, 480 €, 50 €,1 000 €, 200 €, 0 €,1 327 €
Saaremaa Jaani Kogudus,vald479,2019,75,18,1,4,0,0,0,0,18,Saarte,2 401 €, 600 €, 520 €, 80 €,1 000 €, 200 €, 0 €,2 134 €
Saaremaa Jaani Kogudus,vald480,2020,75,9,1,1,0,0,0,0,17,Saarte,2 962 €, 875 €, 360 €, 0 €,1 466 €, 200 €, 0 €,1 228 €
Saksa Lunastaja Kogudus,vald481,2017,128,25,6,1,4,0,6,103,39,Tallinna,104 970 €,4 914 €,1 086 €, 0 €, 0 €, 0 €, 860 €,103 148 €
Saksa Lunastaja Kogudus,vald482,2018,138,27,6,0,4,0,16,111,60,Tallinna,101 358 €,6 371 €,1 190 €, 0 €, 0 €, 0 €,91 973 €,37 987 €
Saksa Lunastaja Kogudus,vald483,2019,138,27,2,4,1,0,21,109,60,Tallinna,14 983 €,4 918 €, 225 €, 0 €, 0 €, 0 €,9 563 €,41 920 €
Saksa Lunastaja Kogudus,vald484,2020,138,12,2,4,2,0,9,76,60,Tallinna,27 783 €,6 183 €, 0 €, 0 €,1 375 €, 0 €,19 972 €,39 259 €
Saku Toomase Kogudus,vald485,2017,102,25.6,14,1,1,1,36,55,40,Lääne-Harju,14 987 €,3 358 €,2 721 €, 260 €, 0 €, 0 €, 0 €,16 973 €
Saku Toomase Kogudus,vald486,2018,119,27.5,11,0,0,0,85,80,39,Lääne-Harju,14 257 €,5 531 €,4 069 €, 50 €, 0 €, 0 €, 0 €,10 047 €
Saku Toomase Kogudus,vald487,2019,125,30.7,7,1,1,1,53,70,56,Lääne-Harju,20 412 €,5 439 €,10 535 €, 125 €, 0 €, 0 €,2 078 €,19 598 €
Saku Toomase Kogudus,vald488,2020,131,22,4,2,1,1,20,33,58,Lääne-Harju,21 394 €,6 873 €,4 366 €, 540 €,2 980 €, 0 €,2 000 €,15 081 €
Sangaste Püha Andrease Kogudus,vald489,2017,2150,30,4,16,2,0,10,5,190,Valga,22 037 €,4 194 €,3 507 €, 122 €,1 500 €, 800 €,7 710 €,27 489 €
Sangaste Püha Andrease Kogudus,vald490,2018,2200,32,18,19,0,0,11,0,201,Valga,22 934 €,4 920 €,3 760 €, 315 €,1 500 €,1 050 €,5 509 €,19 288 €
Sangaste Püha Andrease Kogudus,vald491,2019,2200,33,17,14,1,0,8,2,217,Valga,101 315 €,5 972 €,3 666 €, 460 €,4 960 €, 800 €,11 497 €,50 017 €
Sangaste Püha Andrease Kogudus,vald492,2020,2220,22,6,34,0,0,0,4,198,Valga,34 996 €,8 550 €, 245 €, 585 €,10 606 €, 800 €,13 908 €,85 342 €
Saue Pauluse Kogudus,vald493,2019,18,16,0,0,0,0,0,24,18,Lääne-Harju,46 953 €,4 311 €, 592 €, 0 €, 0 €, 0 €,10 696 €,10 620 €
Saue Pauluse Kogudus,vald494,2020,19,11,0,0,0,0,0,12,19,Lääne-Harju,59 083 €,2 710 €, 834 €, 0 €, 620 €, 0 €,40 884 €,25 286 €
Simuna Siimona ja Juuda Kogudus,vald495,2017,2300,17,1,0,1,0,0,49,96,Viru,22 962 €,2 905 €,1 395 €, 265 €,2 000 €, 211 €,5 776 €,25 277 €
Simuna Siimona ja Juuda Kogudus,vald496,2018,1900,24,4,10,1,0,0,47,76,Viru,95 407 €,2 721 €,1 562 €, 595 €,3 050 €,70 642 €,7 857 €,28 543 €
Simuna Siimona ja Juuda Kogudus,vald497,2019,2100,37,0,11,0,0,0,88,83,Viru,46 845 €,3 216 €,2 228 €, 370 €,2 958 €,14 261 €,6 168 €,27 903 €
Simuna Siimona ja Juuda Kogudus,vald498,2020,2100,5,0,14,0,0,0,15,69,Viru,26 977 €,2 971 €,1 247 €, 210 €,11 471 €, 320 €,3 092 €,94 807 €
Sindi Kogudus,vald499,2017,14,5,4,0,0,0,0,15,14,Pärnu,4 300 €, 125 €, 5 €, 170 €, 327 €, 0 €,3 673 €,2 265 €
Sindi Kogudus,vald500,2018,14,5,0,0,0,0,0,12,12,Pärnu,3 687 €, 110 €, 56 €, 0 €, 0 €, 0 €,3 237 €,1 994 €
Sindi Kogudus,vald501,2019,13,4,0,0,0,0,0,12,13,Pärnu,3 272 €, 160 €, 161 €, 0 €, 250 €, 0 €,2 404 €,4 527 €
Sindi Kogudus,vald502,2020,13,6,0,0,0,0,0,9,8,Pärnu,3 808 €, 150 €, 189 €, 0 €, 0 €, 0 €,2 659 €,1 722 €
Soome Püha Peetruse Kogudus,vald503,2017,322,43,2,7,7,1,5,21,102,Tallinna,41 419 €,3 780 €,4 884 €,1 085 €, 0 €, 0 €,31 002 €,31 448 €
Soome Püha Peetruse Kogudus,vald504,2018,200,38,3,1,9,0,9,12,122,Tallinna,45 020 €,3 975 €,3 788 €,1 750 €, 0 €, 0 €,33 904 €,38 592 €
Soome Püha Peetruse Kogudus,vald505,2019,305,45.1,2,5,9,0,9,12,102,Tallinna,41 383 €,3 570 €,4 714 €,1 290 €, 0 €, 0 €,30 830 €,38 313 €
Soome Püha Peetruse Kogudus,vald506,2020,310,20,1,1,3,0,0,10,102,Tallinna,37 616 €,4 085 €, 878 €, 700 €, 0 €, 0 €,31 024 €,30 387 €
Suure-Jaani Johannese Kogudus,vald507,2017,1000,16,7,23,2,0,0,28,152,Viljandi,16 277 €,7 964 €,1 965 €, 910 €, 0 €,1 747 €,2 000 €,16 933 €
Suure-Jaani Johannese Kogudus,vald508,2018,919,20,8,14,2,0,0,0,112,Viljandi,23 774 €,6 896 €,3 268 €,2 910 €, 0 €,4 950 €,3 500 €,30 218 €
Suure-Jaani Johannese Kogudus,vald509,2019,920,17,7,13,1,0,0,0,125,Viljandi,34 742 €,6 006 €,2 236 €,3 540 €,9 819 €,10 813 €,1 000 €,26 591 €
Suure-Jaani Johannese Kogudus,vald510,2020,925,10,6,10,0,0,0,0,125,Viljandi,30 485 €,6 796 €,1 656 €,2 990 €,10 870 €,6 339 €, 350 €,41 102 €
Taagepera Jaani Kogudus,vald511,2017,420,23,3,9,3,3,0,7,103,Viljandi,6 095 €,1 279 €,1 546 €,1 075 €, 800 €, 0 €, 800 €,4 568 €
Taagepera Jaani Kogudus,vald512,2018,420,19,0,2,1,0,0,10,101,Viljandi,6 333 €,1 110 €,1 818 €, 830 €, 700 €, 0 €,1 300 €,5 726 €
Taagepera Jaani Kogudus,vald513,2019,415,22,0,7,0,0,0,20,97,Viljandi,32 179 €,1 449 €,1 494 €, 475 €, 700 €,25 000 €,2 358 €,22 039 €
Taagepera Jaani Kogudus,vald514,2020,415,11,5,2,0,0,0,0,91,Viljandi,8 400 €,1 542 €, 795 €, 680 €,3 360 €, 113 €,1 910 €,7 395 €
Tahkuranna Kogudus,vald515,2017,70,6,0,1,0,0,0,0,26,Pärnu,16 010 €, 445 €, 196 €, 150 €, 0 €, 0 €,15 200 €,10 780 €
Tahkuranna Kogudus,vald516,2018,70,5,0,1,0,0,0,0,18,Pärnu,11 726 €, 335 €, 282 €, 0 €, 0 €, 0 €, 0 €, 978 €
Tahkuranna Kogudus,vald517,2019,70,5,0,1,0,0,0,0,16,Pärnu,1 879 €, 315 €, 167 €, 0 €, 0 €, 0 €,1 183 €,6 217 €
Tahkuranna Kogudus,vald518,2020,70,5,0,0,0,0,0,0,16,Pärnu,1 574 €, 190 €, 127 €, 0 €, 0 €, 0 €, 464 €, 793 €
Tallinna Jaani Kogudus,vald32,2017,12108,350,139,106,19,13,32,32,1559,Tallinna,370 505 €,115 199 €,54 160 €,16 612 €,5 700 €,50 835 €,3 227 €,379 727 €
Tallinna Jaani Kogudus,vald32,2018,12151,340,127,122,20,14,35,49,1534,Tallinna,321 295 €,120 700 €,64 939 €,19 272 €,28 080 €,26 268 €,1 015 €,336 008 €
Tallinna Jaani Kogudus,vald32,2019,12117,280,94,113,18,14,25,64,1576,Tallinna,530 710 €,128 459 €,80 215 €,16 758 €,124 309 €,63 894 €,1 186 €,523 818 €
Tallinna Jaani Kogudus,vald32,2020,12082,200,71,125,16,10,2,26,1547,Tallinna,443 433 €,143 900 €,37 687 €,17 339 €,35 228 €,65 891 €, 0 €,402 493 €
Tallinna Kaarli Kogudus,vald32,2017,13544,179,151,120,21,16,14,70,1817,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tallinna Kaarli Kogudus,vald32,2018,13700,178,124,114,24,17,12,90,1806,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tallinna Kaarli Kogudus,vald32,2019,13919,180,153,122,29,26,19,336,1776,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tallinna Kaarli Kogudus,vald32,2020,14123,88,127,117,19,17,0,38,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tallinna Peeteli Kogudus,vald32,2017,290,19,13,6,1,0,20,164,56,Tallinna,39 471 €,1 792 €,2 717 €, 260 €, 0 €,14 328 €,8 929 €,42 464 €
Tallinna Peeteli Kogudus,vald32,2018,272,18,6,1,0,0,23,69,48,Tallinna,260 666 €,2 191 €,5 224 €, 280 €,213 099 €,4 400 €,11 956 €,261 077 €
Tallinna Peeteli Kogudus,vald32,2019,283,20,1,0,2,0,0,0,61,Tallinna,50 561 €,2 774 €,10 993 €, 400 €, 0 €,24 319 €,8 623 €,38 586 €
Tallinna Peeteli Kogudus,vald32,2020,294,13,4,2,0,0,0,0,61,Tallinna,38 064 €,5 349 €,3 614 €, 175 €,1 725 €,11 800 €,6 325 €,-31 182 €
Tallinna Püha Neitsi Maarja Toomkogudus,vald32,2017,1500,109,50,18,15,11,11,74,382,Tallinna,453 028 €,49 360 €,14 017 €,7 281 €, 0 €,22 748 €,5 655 €,496 533 €
Tallinna Püha Neitsi Maarja Toomkogudus,vald32,2018,1500,102,47,20,12,11,9,270,384,Tallinna,2554 133 €,73 399 €,11 545 €,7 104 €, 0 €,1 159 €,5 470 €,457 716 €
Tallinna Püha Neitsi Maarja Toomkogudus,vald32,2019,1500,106,42,17,6,6,9,293,378,Tallinna,511 432 €,58 416 €,12 699 €,5 265 €, 0 €,3 172 €,5 485 €,495 062 €
Tallinna Püha Neitsi Maarja Toomkogudus,vald32,2020,1500,44,27,13,6,4,11,20,370,Tallinna,224 821 €,67 898 €,11 998 €,4 110 €,33 459 €,21 460 €,5 475 €,404 775 €
Tallinna Püha Vaimu Kogudus,vald32,2017,2686,22,43,11,4,1,5,102,452,Tallinna,99 652 €,34 218 €,16 520 €,2 330 €,6 000 €, 0 €,12 037 €,88 725 €
Tallinna Püha Vaimu Kogudus,vald32,2018,3495,27,35,16,6,6,35,43,361,Tallinna,86 987 €,34 884 €,15 947 €,2 490 €, 0 €, 0 €,12 276 €,89 397 €
Tallinna Püha Vaimu Kogudus,vald32,2019,3512,23,15,16,6,3,5,73,367,Tallinna,97 310 €,31 632 €,16 882 €,4 130 €,23 832 €, 0 €,7 707 €,80 853 €
Tallinna Püha Vaimu Kogudus,vald32,2020,3519,30,29,15,2,2,0,12,331,Tallinna,79 933 €,45 275 €,5 408 €,3 018 €,22 533 €, 0 €,1 095 €,75 211 €
Tamsalu Lunastaja Kogudus,vald539,2017,38,14,0,4,0,0,0,0,25,Viru, 0 €, 0 €, 0 €, 0 €, 0 €, 0 €, 0 €, 0 €
Tamsalu Lunastaja Kogudus,vald540,2018,36,12,3,4,0,0,0,0,18,Viru, 0 €, 0 €, 0 €, 0 €, 0 €, 0 €, 0 €, 0 €
Tamsalu Lunastaja Kogudus,vald541,2019,37,12,0,4,0,0,0,0,18,Viru,1 166 €, 240 €, 406 €, 70 €, 0 €, 0 €, 0 €, 782 €
Tamsalu Lunastaja Kogudus,vald542,2020,34,9,0,3,0,0,0,0,11,Viru,1 515 €, 395 €, 50 €, 0 €, 620 €, 450 €, 0 €,1 863 €
Tapa Jakobi Kogudus,vald543,2017,650,21,1,8,1,0,0,10,90,Järva,20 406 €,2 509 €,2 095 €, 950 €,2 830 €, 420 €,9 958 €,17 798 €
Tapa Jakobi Kogudus,vald544,2018,645,21,8,9,0,0,0,5,89,Järva,16 848 €,2 440 €,3 490 €, 780 €,2 830 €, 420 €,6 738 €,16 507 €
Tapa Jakobi Kogudus,vald545,2019,635,21,3,12,0,0,0,0,92,Järva,21 250 €,2 936 €,4 135 €, 950 €,2 850 €, 420 €,6 459 €,19 734 €
Tapa Jakobi Kogudus,vald546,2020,630,16,7,5,1,0,0,0,70,Järva,21 018 €,2 442 €,5 738 €, 445 €,4 795 €, 420 €,6 278 €,16 277 €
Tartu Ülikooli-Jaani Kogudus,vald547,2017,883,60,21,2,3,3,0,25,201,Tartu,25 070 €,15 491 €,5 533 €,1 106 €, 0 €,2 940 €, 0 €,27 957 €
Tartu Ülikooli-Jaani Kogudus,vald548,2018,900,60,25,1,9,9,0,28,201,Tartu,28 800 €,15 536 €,5 549 €,1 110 €, 0 €,3 824 €, 0 €,32 650 €
Tartu Ülikooli-Jaani Kogudus,vald549,2019,913,60,14,7,3,3,0,17,208,Tartu,32 768 €,19 034 €,6 798 €,1 359 €,1 000 €,3 837 €, 0 €,28 721 €
Tartu Ülikooli-Jaani Kogudus,vald550,2020,929,28,27,4,2,2,0,40,222,Tartu,58 877 €,20 522 €,7 329 €,1 466 €,25 020 €,2 400 €, 0 €,47 499 €
Tartu Maarja Kogudus,vald551,2017,2389,42,7,13,3,3,8,12,220,Tartu,50 214 €,11 697 €,7 084 €,1 370 €, 0 €,8 520 €, 276 €,45 376 €
Tartu Maarja Kogudus,vald552,2018,2371,42,2,9,1,0,5,12,207,Tartu,53 381 €,16 207 €,7 719 €,1 020 €, 0 €,7 655 €, 276 €,44 817 €
Tartu Maarja Kogudus,vald553,2019,2341,32,10,12,1,1,5,8,204,Tartu,79 973 €,15 883 €,7 407 €,1 415 €, 0 €,17 180 €,10 600 €,64 507 €
Tartu Maarja Kogudus,vald554,2020,2355,27,7,12,0,0,0,25,228,Tartu,77 639 €,20 399 €,4 000 €, 610 €,3 950 €,10 000 €,16 546 €,77 164 €
Tartu Pauluse Kogudus,vald555,2017,6200,175,125,194,23,20,25,100,1347,Tartu,446 356 €,83 812 €,68 122 €,27 049 €,150 683 €,17 968 €,3 825 €,399 867 €
Tartu Pauluse Kogudus,vald556,2018,6225,168,89,268,19,18,25,100,1326,Tartu,461 755 €,83 151 €,68 896 €,38 335 €,151 447 €,22 200 €,2 918 €,570 397 €
Tartu Pauluse Kogudus,vald557,2019,6300,169,103,243,15,12,25,100,1336,Tartu,500 859 €,97 590 €,75 595 €,42 016 €,166 319 €,21 917 €,3 402 €,422 347 €
Tartu Pauluse Kogudus,vald558,2020,6500,112,92,218,14,12,15,100,1331,Tartu,492 069 €,99 562 €,67 669 €,35 330 €,178 343 €,22 740 €,2 000 €,543 820 €
Tartu Peetri Kogudus,vald559,2017,8967,115,79,37,15,13,2,29,723,Tartu,149 609 €,43 347 €,28 535 €,4 515 €,18 000 €, 0 €,6 754 €,145 772 €
Tartu Peetri Kogudus,vald560,2018,8910,122,83,47,16,13,0,15,743,Tartu,145 112 €,42 406 €,32 857 €,8 808 €,10 000 €, 0 €,19 553 €,118 194 €
Tartu Peetri Kogudus,vald561,2019,8768,116,80,71,9,6,0,5,716,Tartu,138 147 €,43 968 €,50 513 €,6 998 €,15 200 €, 0 €,4 208 €,137 447 €
Tartu Peetri Kogudus,vald562,2020,8691,71,76,48,6,4,0,7,710,Tartu,135 869 €,45 513 €,32 335 €,6 391 €,47 399 €, 0 €,2 231 €,136 093 €
Tartu Soome Kogudus,vald563,2017,49,21,0,3,0,0,0,0,38,Tartu, 601 €, 190 €, 411 €, 0 €, 0 €, 0 €, 0 €, 629 €
Tartu Soome Kogudus,vald564,2018,48,17,0,2,0,0,0,0,38,Tartu, 638 €, 190 €, 448 €, 0 €, 0 €, 0 €, 0 €, 663 €
Tartu Soome Kogudus,vald565,2019,46,17,0,2,0,0,0,0,31,Tartu, 539 €, 155 €, 384 €, 0 €, 0 €, 0 €, 0 €, 637 €
Tartu Soome Kogudus,vald566,2020,45,13,0,1,0,0,0,0,27,Tartu,1 349 €, 135 €, 359 €, 0 €, 855 €, 0 €, 0 €,1 477 €
Tarvastu Peetri Kogudus,vald567,2017,361,14,0,9,0,0,0,0,83,Viljandi,8 588 €,3 860 €,1 123 €, 495 €, 0 €,2 882 €, 228 €,8 386 €
Tarvastu Peetri Kogudus,vald568,2018,354,14,0,4,0,0,0,0,80,Viljandi,19 466 €,4 399 €,2 100 €, 880 €,1 058 €,3 427 €,1 750 €,13 075 €
Tarvastu Peetri Kogudus,vald569,2019,347,14,1,4,0,0,0,0,78,Viljandi,12 817 €,3 327 €,2 018 €, 435 €,1 111 €,3 075 €,1 235 €,11 588 €
Tarvastu Peetri Kogudus,vald570,2020,317,9,0,5,0,0,0,0,59,Viljandi,14 351 €,3 258 €, 467 €, 355 €,4 871 €,3 137 €,1 632 €,15 266 €
Tori Püha Jüri Kogudus,vald571,2017,104,98,4,12,4,0,0,0,46,Pärnu,37 713 €, 937 €,6 252 €, 600 €, 0 €,11 952 €, 792 €,26 724 €
Tori Püha Jüri Kogudus,vald572,2018,106,93,2,7,1,0,0,0,48,Pärnu,17 452 €,1 217 €,4 544 €, 570 €, 0 €,10 800 €, 0 €,21 410 €
Tori Püha Jüri Kogudus,vald573,2019,400,130,2,7,2,0,0,0,41,Pärnu,117 426 €,1 172 €,4 290 €, 510 €, 250 €,11 200 €, 0 €,51 538 €
Tori Püha Jüri Kogudus,vald574,2020,112,7,2,8,0,0,0,0,38,Pärnu,19 194 €,1 261 €,3 968 €, 575 €,1 035 €,12 106 €, 0 €,107 077 €
Torma Maarja Kogudus,vald575,2017,1000,25,0,13,0,0,0,8,168,Tartu,24 613 €,4 015 €,1 321 €, 650 €, 0 €,4 549 €,8 311 €,18 275 €
Torma Maarja Kogudus,vald576,2018,1000,24,0,14,0,0,0,8,166,Tartu,30 617 €,4 370 €, 389 €, 700 €, 300 €,3 080 €,8 662 €,28 045 €
Torma Maarja Kogudus,vald577,2019,1000,22,1,23,0,0,0,6,154,Tartu,28 826 €,4 127 €,1 096 €, 900 €,3 800 €,2 890 €,10 816 €,24 121 €
Torma Maarja Kogudus,vald578,2020,1000,17,0,9,0,0,0,5,141,Tartu,25 866 €,3 978 €, 208 €, 640 €,8 305 €,3 220 €,5 418 €,24 916 €
Tõstamaa Maarja Kogudus,vald579,2017,94,14,1,2,0,0,0,0,26,Pärnu,3 958 €, 500 €, 841 €, 140 €, 0 €, 0 €,2 191 €,5 918 €
Tõstamaa Maarja Kogudus,vald580,2018,93,19,1,3,0,0,0,0,24,Pärnu,4 642 €, 460 €, 915 €, 95 €, 0 €, 0 €,2 945 €,6 395 €
Tõstamaa Maarja Kogudus,vald581,2019,90,12.7,0,6,0,0,0,0,21,Pärnu,5 531 €, 540 €, 623 €, 450 €, 0 €, 0 €,3 696 €,7 216 €
Tõstamaa Maarja Kogudus,vald582,2020,90,6,0,1,0,0,0,0,21,Pärnu,6 284 €, 580 €, 680 €, 0 €, 0 €, 100 €,3 873 €,7 267 €
Treimani Kogudus,vald583,2017,102,15,0,2,0,0,0,0,33,Pärnu,1 804 €, 640 €, 379 €, 100 €, 0 €, 0 €, 685 €, 912 €
Treimani Kogudus,vald584,2018,102,11,0,1,0,0,0,0,30,Pärnu,1 718 €, 635 €, 215 €, 170 €, 0 €, 0 €, 408 €,1 208 €
Treimani Kogudus,vald585,2019,101,10,0,0,0,0,0,0,27,Pärnu,1 085 €, 530 €, 275 €, 50 €, 0 €, 0 €, 0 €,1 217 €
Treimani Kogudus,vald586,2020,100,9,0,0,0,0,0,0,29,Pärnu,1 901 €, 520 €, 185 €, 40 €, 0 €, 0 €, 131 €,1 272 €
Tudulinna Rahu Kogudus,vald587,2017,125,12,0,1,0,0,0,0,24,Viru,2 968 €, 415 €, 754 €, 0 €, 0 €, 0 €,1 798 €,3 287 €
Tudulinna Rahu Kogudus,vald588,2018,118,11,0,1,0,0,0,0,19,Viru,2 855 €, 400 €, 462 €, 0 €, 0 €, 0 €,1 891 €,2 436 €
Tudulinna Rahu Kogudus,vald589,2019,119,11,0,1,0,0,0,0,17,Viru,5 449 €, 370 €, 552 €, 0 €, 700 €, 0 €,2 253 €,4 056 €
Tudulinna Rahu Kogudus,vald590,2020,110,5,0,0,0,0,0,0,23,Viru,4 482 €, 335 €, 391 €,NA, 800 €,NA,2 954 €,2 596 €
Tuhala Kaarli Kogudus,vald591,2017,225,14,3,0,3,0,5,13,65,Ida-Harju,17 660 €,4 483 €,2 880 €,1 160 €,2 000 €,1 139 €,3 916 €,20 760 €
Tuhala Kaarli Kogudus,vald592,2018,228,11,5,1,1,0,0,0,54,Ida-Harju,26 023 €,7 048 €,2 990 €, 305 €, 0 €, 655 €,3 282 €,23 771 €
Tuhala Kaarli Kogudus,vald593,2019,245,11,7,1,2,0,0,0,65,Ida-Harju,51 162 €,7 026 €,2 509 €,1 020 €, 0 €, 0 €,3 000 €,58 543 €
Tuhala Kaarli Kogudus,vald594,2020,233,6,0,1,1,0,0,0,45,Ida-Harju,66 062 €,5 960 €,2 350 €, 895 €,52 476 €, 749 €,3 000 €,32 454 €
Türi Püha Martini Kogudus,vald595,2017,576,28,2,24,3,0,0,5,237,Järva,72 212 €,9 149 €,5 923 €,1 070 €,41 000 €,1 385 €,2 700 €,72 315 €
Türi Püha Martini Kogudus,vald596,2018,570,36,4,20,1,0,0,10,225,Järva,42 493 €,10 380 €,10 499 €,1 060 €,14 400 €,1 350 €,4 105 €,46 497 €
Türi Püha Martini Kogudus,vald597,2019,565,27,7,24,1,0,0,0,210,Järva,94 321 €,9 217 €,11 666 €,1 755 €,63 372 €, 670 €,3 271 €,89 048 €
Türi Püha Martini Kogudus,vald598,2020,565,13,1,7,0,0,0,0,203,Järva,81 368 €,10 307 €,13 399 €, 660 €,52 035 €, 0 €,2 791 €,74 193 €
Urvaste Püha Urbanuse Kogudus,vald599,2017,1910,24,40,70,8,8,21,9,423,Võru,134 291 €,9 314 €,11 663 €, 536 €,101 890 €,3 253 €,2 952 €,137 871 €
Urvaste Püha Urbanuse Kogudus,vald600,2018,1880,24,34,68,6,5,11,11,408,Võru,163 804 €,10 747 €,18 650 €,1 019 €,118 058 €, 794 €,3 023 €,164 956 €
Urvaste Püha Urbanuse Kogudus,vald601,2019,1800,26,37,90,5,5,8,10,365,Võru,144 621 €,8 424 €,19 962 €,2 908 €,104 100 €, 794 €,2 456 €,146 491 €
Urvaste Püha Urbanuse Kogudus,vald602,2020,1700,22.6,24,71,7,7,15,10,360,Võru,86 145 €,10 598 €,16 840 €,1 490 €,39 052 €,3 633 €,3 621 €,75 010 €
Vahastu Kogudus,vald603,2017,95,3,0,1,0,0,0,0,26,Järva,7 990 €, 510 €, 370 €, 200 €,4 310 €,2 500 €, 0 €,6 066 €
Vahastu Kogudus,vald604,2018,93,3,0,1,0,0,0,0,29,Järva,41 056 €, 505 €, 361 €, 200 €,4 334 €,35 553 €, 0 €,31 342 €
Vahastu Kogudus,vald605,2019,90,3,0,2,0,0,0,0,27,Järva,6 883 €, 475 €, 332 €, 150 €,3 060 €,2 866 €, 0 €,6 796 €
Vahastu Kogudus,vald606,2020,86,3,0,0,0,0,0,0,22,Järva,8 155 €, 430 €, 865 €, 0 €,3 921 €,2 939 €, 0 €,10 062 €
Väike-Maarja Kogudus,vald607,2017,1244,12,1,2,0,0,0,47,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
Väike-Maarja Kogudus,vald608,2018,128,9,0,1,0,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
Väike-Maarja Kogudus,vald609,2019,43,12,2,4,1,0,0,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
Väike-Maarja Kogudus,vald610,2020,500,12,0,5,0,0,0,0,28,Viru,16 272 €,1 450 €,3 220 €, 430 €,2 884 €, 916 €, 215 €,14 956 €
Valga Peetri-Luke Kogudus,vald611,2017,680,27,7,69,0,0,0,5,101,Valga,24 958 €,3 925 €,6 149 €,1 370 €,2 000 €,7 648 €, 650 €,23 470 €
Valga Peetri-Luke Kogudus,vald612,2018,340,28,5,64,1,0,0,4,90,Valga,30 308 €,4 684 €,4 214 €, 965 €,2 000 €,4 603 €, 967 €,31 696 €
Valga Peetri-Luke Kogudus,vald613,2019,360,25,13,47,1,0,0,3,104,Valga,37 368 €,5 442 €,3 439 €,1 040 €,13 853 €,4 282 €,1 100 €,41 462 €
Valga Peetri-Luke Kogudus,vald614,2020,370,23,6,40,1,0,2,3,107,Valga,57 006 €,6 061 €,2 779 €, 950 €,25 302 €, 150 €,5 500 €,55 475 €
Valjala Martini Kogudus,vald615,2017,428,16,2,11,1,1,0,100,132,Saarte,92 913 €,2 914 €,7 428 €, 840 €,59 000 €,9 653 €,7 929 €,86 652 €
Valjala Martini Kogudus,vald616,2018,433,16,10,13,2,2,0,98,126,Saarte,107 924 €,6 180 €,1 985 €, 600 €,64 000 €,25 643 €,7 500 €,92 615 €
Valjala Martini Kogudus,vald617,2019,431,15,3,10,2,2,0,30,122,Saarte,77 181 €,6 414 €,1 924 €, 600 €,6 250 €,11 480 €,9 500 €,80 634 €
Valjala Martini Kogudus,vald618,2020,424,9,2,9,0,0,0,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vändra Martini Kogudus,vald619,2017,146,19,5,0,0,0,0,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vändra Martini Kogudus,vald620,2018,147,23,9,7,2,0,0,0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vändra Martini Kogudus,vald621,2019,146,20,1,5,0,0,0,0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vändra Martini Kogudus,vald622,2020,139,9,1,7,0,0,0,0,53,Pärnu,30 182 €,2 741 €,19 814 €, 260 €,3 455 €,2 928 €, 0 €,18 859 €
Vara Brigitta Kogudus,vald623,2017,70,18,1,0,1,0,0,0,31,Tartu,1 878 €, 195 €, 738 €, 70 €, 0 €, 0 €, 0 €,1 900 €
Vara Brigitta Kogudus,vald624,2018,64,16,0,3,0,0,0,0,32,Tartu,1 940 €, 204 €, 857 €, 30 €, 0 €, 0 €, 0 €,2 306 €
Vara Brigitta Kogudus,vald625,2019,63,14,0,2,0,0,0,0,30,Tartu,2 388 €, 195 €, 973 €, 0 €, 0 €, 0 €, 0 €,2 050 €
Vara Brigitta Kogudus,vald626,2020,60,6,0,1,0,0,0,0,27,Tartu,11 970 €, 250 €, 249 €, 0 €, 835 €,10 637 €, 0 €,3 559 €
Varbla Püha Urbanuse Kogudus,vald627,2017,200,19,9,4,0,0,0,0,107,Lääne,24 354 €,3 274 €,2 958 €, 455 €, 350 €,14 193 €,3 113 €,22 861 €
Varbla Püha Urbanuse Kogudus,vald628,2018,201,21,2,8,0,0,0,0,106,Lääne,8 652 €,3 345 €,1 452 €, 600 €, 350 €, 0 €, 0 €,14 416 €
Varbla Püha Urbanuse Kogudus,vald629,2019,194,15,0,1,0,0,0,0,100,Lääne,9 835 €,3 177 €,1 868 €, 60 €, 950 €,1 220 €, 0 €,9 056 €
Varbla Püha Urbanuse Kogudus,vald630,2020,191,12,2,3,0,0,0,0,95,Lääne,8 160 €,3 048 €,1 431 €, 435 €,2 490 €, 707 €, 0 €,7 864 €
